春来眼际	喜上眉梢
乘风腾骏马	兴国舞神龙
乘龙能揽月	策马喜迎春
池塘喜夜雨	庭院醉春风
持家勤与俭	建国富而强
丑时春入户	牛岁福临门
处处春光好	年年气象新
处处春光好	日日气象新
处处春光好	家家气象新
窗前柳泛绿	屋后花映红
窗前莺啼序	屋后蝶恋花
创千秋大业	育四有新人
创千秋伟业	开一代新风
创新光景好	入世地天长
创新光史册	改革树丰碑
创业勤为本	治国廉为先
春草当风劲	腊梅傲雪香
春草连天绿	羊群动地欢
春潮传喜讯	鼠岁报佳音
春城回北斗	烟树发南枝
春从今夜归	人于此时新
春促山河变	人描天地新
春催布谷鸟	人效拓荒牛
春催千山秀	花放万里香
春催杨柳绿	花放山河新
春到东风暖	旗开西部兴
春到风光美	家兴喜事多
春到千山秀	花开万里香
春到三晋暖	风催万里红
春度文明国	喜盈幸福家
春风初应律	花信旱传梅
春风传捷报	梅韵贺新年
春风传捷报	凯歌贺新年
春风传喜讯	瑞雪兆丰年
春风吹大地	淑气满人间
人勤家自富	政善国长兴
人勤三春早	地肥五谷丰
人人歌盛世	户户庆新春
人人歌盛世	户户庆丰年
人随春意泰	年共晓光新
人随春意泰	花献丰年红
人随春意泰	事共壮怀成
人饮春节酒	马渡风月关
人展鲲鹏志	国呈龙虎威
人醉辞年酒	家吟颂党诗
日出千山秀	花开万里春
日出乾坤秀	春来草木娇
日高柳生色	风暖莺送声
日亨君子道	天相吉人家
日丽春常驻	人和福永留
日丽花增色	月园鸟放歌
日丽开新纪	山河入画图
日丽山河秀	春辉世纪新
日丽山水秀	春暖花木荣
日暖春永驻	人和福永留
日暖三春美	雨滋万树荣
日日平安日	年年幸福年
日月光天德	云霞拥地灵
日月红光照	乾坤喜气多
日月华光照	乾坤春意浓
日月千秋照	江河万古流
日照家家暖	花开处处红
日照三春暖	花开九州红
日照三春暖	花开万里香
入世龙得雨	申奥马加鞭
入世天更阔	申奥水皆欢
入世迎挑战	向荣趁适时
锐眼观天下	妙笔写春联
瑞凝三秀草	春入万年枝
瑞气充红蕾	春风动绿枝
瑞气当窗霭	春光映户新
瑞气荡寰宇	兰馨溢神卅
瑞气回大地	江春入旧年
瑞气临门早	春香及第先
瑞雪飞万户	祥云绕千家
瑞雪漫天舞	红梅着意开
瑞雪飘万里	春雨润九州
瑞雪随冬去	和风伴春来
瑞雪迎春到	金牛贺岁来
瑞雪映喜报	彩门悬春联
瑞雪妆梅艳	春花映日红
瑞雪缀北国	鲜花绕南疆
瑞兆人间喜	春回世纪新
三春播喜气	万马荡雄风
三春花齐发	四化国振兴
三春辉玉宇	两制富苍生
三春开盛纪	万马闯雄关
三春桃李艳	九野稻粱香
三春添锦绣	四化展经纶
三山钟秀气	四海著春光
三通遂夙愿	两制起宏图
三羊开景泰	双燕舞春风
三羊开泰日	万事亨通年
三羊生瑞气	百鸟唤春光
三阳从地起	五福自天来
三阳开泰运	四季乐平安
三阳开泰运	四化展宏图
三阳开泰运	四季保平安
三阳临吉地	五福萃华门
三中开富路	四化上新阶
扫千年旧习	树一代新风
山川生瑞气	笔墨送祥光
山川新画卷	花鸟艳春光
山河舒锦绣	桃李竞芳菲
山河添秀色	大地浴春晖
山河添秀色	祖国尽朝晖
山河益壮丽	日月更峥嵘
山河增润色	世纪焕春光
山河增秀色	天地播春晖
山水含芳意	风云入壮图
山水吐芳意	风云入壮图
山桃发红萼	野蕨渐紫苞
山舞银蛇日	地披红装时
山远云多态	地近草自新
山月流古雪	风虎浴清泉
赏梅知腊尽	饮酒待春归
上林春色丽	乔木鸟音高
上苑梅花早	东风柳色新
上苑梅花早	重门柳色深
韶光开锦绣	春色上珠帘
蛇腾新世纪	马跃大中华
蛇舞长城雪	马嘶北国风
申年梅献瑞	猴岁雪兆丰
身容诗画里	家居画图中
深恩红赤日	忠实老黄牛
神鞭催骏马	祖国壮金瓯
神州常溢彩	大地永流金
神州春不老	大地年又新
神州春浩荡	寰海日光华
神州逢春绿	江山映日红
神州敷特色	盛世蔚清风
神州好事近	盛世彩云归
神州开玉宇	华夏架金桥
神州神韵足	盛世盛情多
神州抬望眼	壮志展宏图
神州腾异彩	祖国颂新章
神州新气象	华国大文章
神州兴骏业	壮志展宏图
神州臻百福	盛世集千祥
神州臻大治	民族肇中兴
神州争飞跃	健儿勇登攀
升平天下瑞	和睦世间春
生产随春长	幸福与日增
笙歌辞旧岁	羊酒庆新春
笙歌歌盛世	捷报报新春
盛世春光美	新年喜讯多
盛世春花艳	神州气象新
盛世春来早	丰年花正红
盛世春来早	丰年花正好
盛世丰稔岁	和谐幸福家
盛世开新纪	人民乐小康
盛世普天乐	新春遍地歌
盛世舒豪兴	春风聚大和
盛世臻百福	党恩惠万民
诗联抒壮志	丹青绘鸿图
诗吟新事物	笔描现风流
十分春色好	万户福音多
时好人如意	业锦福倍多
时雨堪雨我	春风好风人
时雨随风到	好花应讯开
豕去呈丰稔	鼠来报吉祥
豕去春无限	鼠来岁有余
世德家声远	政通国力雄
世纪百年史	神州万载春
世纪开心事	江山满目春
世纪新春意	江山妙画图
世界风雷荡	中华事业兴
世界风雷激	中华岁月新
世界开新纪	中华展壮图
世清春不夜	国盛景长明
世清风月静	年瑞雪梅香
世清民有幸	德厚福无边
世上无难事	人间有真情
世盛花盈树	春新月满楼
世盛江山稳	政廉气象新
世盛凭改革	花好仗春风
世盛千家福	花香万里春
世盛英才举	政通富路兴
世泰云生彩	年丰雪献花
世新开景运	国盛展宏图
世泽绵为善	家声振读书
事事都如意	虎虎有生气
事业千秋盛	江山万里红
事业随春长	风光逐日新
淑景凝新旭	晴光接彩霞
淑气临门早	春风及第先
淑气腾佳景	和风蔚早春
鼠趁三更去	牛驮五福来
鼠遁春风至	牛携喜气来
鼠来豕去远	春到景更新
鼠去粮满囤	牛来地生金
鼠为生肖首	春乃岁时先
鼠颖题春贴	鹊舌报福音
鼠至调新律	鸡鸣早报春
蜀锦莺梭织	春装燕剪裁
曙光迎盛世	旭日耀新春
曙光昭物彩	淑气焕人文
戍日耀吉瑞	狗年臻福祥
树社会正气	学雷锋精神
双珠莹特色	两岸荡和风
霜蹄千里骏	风翮九霄鹏
水清芳草茂	山碧彩云归
四海春春美	九州日日新
四海春风洽	千秋阳历长
四海春风洽	九州岁历长
四海春光好	九州气象新
四海皆淑气	九州尽春晖
四海连天浪	九州动地诗
四海迎新纪	五洲庆元春
四化春浩荡	前程日光华
四化风轮急	九州岁月新
四化宏图展	九州春意浓
四化千秋业	九州万年春
四化人心暖	九州春意浓
四季春为首	百花梅在先
四面青山抱	九州赤帜扬
四时春作首	三爱党为先
四时春作首	六畜马当先
四时春作首	万事公居先
四时花似锦	万众面皆春
四时开新律	九州度瑞年
四序开新律	三阳应庆期
随春听鸟语	与日赏花容
随心变冬夏	信手拈春秋
岁寒青竹瘦	春暖白梅香
岁寒三友雅	国富万民康
岁酒梅花酿	春衣紫燕缝
岁稔千门瑞	时和万户欢
岁首春到户	牛年福满门
岁岁春光好	家家富路通
岁岁平安日	年年如意春
岁岁升平世	家家幸福歌
岁新绵甲子	德厚富春秋
岁月随人好	山河照眼明
太平真富贵	春色大文章
桃红映人面	水绿织春光
蹄花沾晓露	柳浪饰春风
天酬勤与善	人尚纯和真
天地入胸臆	文章生风雷
天地英雄气	神州浩荡春
天地英雄气	山河浩荡春
天地英雄气	乾坤锦绣春
天地有正气	院庭沐春风
天高鹏展翼	路远马扬蹄
天寒梅骨傲	风暖草心香
天开清淑景	人乐庆和年
天开三春景	人描四化图
天开新岁月	地改旧河山
天开新岁月	人改旧乾坤
天开新岁月	民乐好春光
天清鹏展翼	风正马腾骧
天心随律转	人事逐年新
天涯芳草绿	华夏玉羊欢
天灾人无祸	民福党有恩
田园脱俗气	山水含清辉
田园无限美	山河分外娇
铁肩担道义	巧手绣乾坤
铁肩担四化	妙手绣三轩
铁肩担重任	妙手绘蓝图
听莺红杏曲	驻马绿杨荫
同赋小康对	共书大有年
同心兴大业	携手振中华
同修富裕路	共建文明村
同斟丰稔酒	共绘吉祥图
同志求真理	并肩闯难关
兔归皓月亮	花绽春光妍
兔归月影笑	花绽春光妍
兔毫推赵地	麟管锡张华
兔留丰稔景	龙腾瑞气年
兔岁添福气	龙人奋雄程
万方春浩荡	四海镜如澄
万家春酒绿	四化捷报红
万家腾笑语	四海庆新春
万家腾笑语	四海庆阳春
万里春光美	九州瑞气浓
万里春光暖	九州气象新
万马奔腾日	千门幸福春
万马奔腾日	九州幸福春
万马争飞跃	百花展笑颜
万民怀美德	四海乐尧天
万众思改革	群龙志腾飞
万紫千红地	花团锦簇天
往昔穷山坳	如今富人家
微风斜燕影	绿柳乱莺声
为子孙创业	替民族增光
伟业从头起	小康捷足登
伟业惊天地	神州入画图
伟业千古秀	神州万年春
伟业千年固	神州万代红
伟业千秋秀	神州万年青
未时骄阳艳	羊岁淑景新
渭北春大树	江东日暮云
文风香古国	德范誉千秋
文明创佳绩	科技显神功
文明辞旧岁	科技领先鞭
文明先醉月	改革早回春
文明新社会	锦绣好前程
文明新世纪	改革大文章
文坛生异彩	艺苑奏新声
文坛生异彩	艺苑溢芬芳
闻鸡欢起舞	跃马喜迎春
闻鸡思奋发	跃马抖精神
闻鸡先起舞	跃马共迎春
无私德乃大	不欺心自安
无心思旧景	有志领新潮
五星辉大地	四有育新人
五星辉玉宇	两制拓新程
五羊开玉局	万马闯雄关
五羊争献瑞	万马喜留春
物华天宝日	人杰地灵时
溪水鸣琴韵	春阳照华年
喜庆党风正	欢歌国运昌
喜鹊登高枝	红梅报春花
喜鹊登枝唱	红梅报春来
喜鹊登枝唱	乳燕衔春歌
喜鹊歌新曲	梅花早报春
喜鹊枝头闹	蝶蝴蕊上飞
喜三春添景	向四化进军
喜事开心脾	春光亮眼眉
鲜花沾春雨	好鸟舞东风
香牵两岸意	港纳五洲情
祥光凝比屋	春色入重帘
祥光盈九域	瑞色满神州
祥梅伴福到	瑞雪迎春归
祥云萦小院	丽日照高楼
小康舒岁月	大治固江山
小龙舞九州	大骥驰千里
效益凭改革	变化赖承包
笑脸迎春到	抬头见喜来
写兴邦颂史	奏创业新歌
心联千载业	手绘九州春
心头四化业	笔下九州春
辛苦创大业	未来展宏图
欣有鼠须笔	喜题燕尾书
新春歌大治	华夏乐中兴
新春添美景	盛世荡清风
新春添新景	佳节报佳音
新春新气象	好节好风光
新春迎玉兔	华夏壮金瓯
新风遍华夏	美景展神州
新风昌世纪	正气浩乾坤
新风开当代	春色耀人寰
新风开盛世	春色壮神州
新风增国祚	春色耀人寰
新年纳余庆	嘉节号长春
新年启新运	佳节迎佳人
新岁多吉庆	合家乐安然
新妆鼠嫁女	美景艳迎春
兴邦承伟略	富国赖良谋
兴邦多上策	富国仗良谋
兴邦多壮志	举业在华年
兴邦多壮志	盛世足风流
兴邦凭善政	治国靠文明
兴邦强国策	济世富民图
兴国必兴教	治贫先治愚
兴教千家乐	尊师万人钦
兴农铺富路	重教架金桥
星临万户动	月傍九霄悬
形势年年好	精神日日新
杏林春意暖	桔井活人多
杏林三月景	桔井四时春
幸福随春至	辉煌与日增
雄风鼓四化	温暖送千家
雄心遍地起	正气逐春来
雄心开骏业	壮志奋鹏程
旭日千门启	祥辉四望新
旭日舒清景	雄心展宏图
旭日祥云灿	春风化雨新
旭日云霞丽	春光世纪新
旭日照赤帜	高歌迎新春
雪飞天降瑞	梅落地到福
雪霁风云净	春晖世纪新
雪霁江山丽	花开岁月新
雪里江山美	花间岁月新
雪落千峰素	梅香万里春
雪洒山川秀	春来天地新
雪添千里景	富乐万民心
雪消残腊处	春到早梅边
雪消梅绽玉	风细柳摇金
雪影催年至	春光映岁归
雪映丰收果	梅传喜庆年
雪映丰收景	梅报富裕春
雪映丰收景	梅迎跃进春
雪映丰收景	梅报胜利春
雪映梅花白	春临柳色青
雪映梅花秀	春归柳色新
雪中飞赤兔	月下赶黄彪
雅量涵高远	清心鉴古今
烟花山际重	舟楫浪前轻
烟柳千家晓	风华百里春
演唱改革事	讴歌开放诗
艳阳照大地	春色满人间
燕剪芳菲锦	溪流翡翠川
燕剪千重霭	花开万里春
燕舞桃烟醉	莺歌柳浪轻
燕戏还檐际	花飞落窗前
燕莺新气象	龙马壮精神
燕语新华喜	龙腾大地春
燕语新年喜	莺歌大地春
扬鞭催骏马	把酒会春风
羊毫书特色	燕翼绣春光
羊毫抒壮志	燕梭织春光
羊毫舒远志	虎胆壮雄风
羊舞丰收岁	猴吟锦绣春
阳春播德泽	时雨润心田
阳春开物象	丽日焕新天
阳光凝大地	春色满人间
阳光凝大地	春色入人家
杨柳春风第	芝兰玉树阶
邀月君携酒	迎春我写诗
野火烧不尽	春风吹又生
业似春花发	人如骏马飞
夜草能肥马	生刍可壮牛
夜雨书声静	春风墨韵浓
一代英雄业	九州世纪春
一国行两制	四海庆团圆
一江春水绿	五岭杏花红
一年春作首	万事公为先
一年春作首	百事国为先
一曲迎春调	三杯祝福歌
一堂开淑景	万马会新春
一统江山秀	百年世纪娇
一夜春风暖	百年世纪新
一夜连双岁	五更分二年
乙朗芳草地	丑待吉祥年
乙颂初阳岁	亥迎多福春
鳦鸟传长发	苍龙协永绥
吟酒辞旧岁	举杯贺新年
寅年春锦绣	卯序业辉煌
银灯光禹甸	朗月照神州
莺歌歌盛世	燕舞舞升平
莺歌花更红	燕舞春又归
莺歌新世纪	燕舞好年华
莺迁金谷晓	花发锦城春
莺舞池边柳	牛耕陌上春
迎春芳讯至	白日彩云归
迎春接福日	足食丰衣年
迎春添新禧	开业发大财
迎春燕语巧	踏雪马蹄香
迎门有紫气	排闼看青山
影坛新苗壮	艺苑百花开
永作清廉仆	长扬改革帆
勇奔新世纪	乐做大文章
有德门庭瑞	无华品格高
有年皆丽日	无处不春风
有天皆丽日	无地不春风
有相皆虚妄	无我即如来
鱼跃清波澈	莺啼众绿新
与竹共修节	约梅同醉春
雨过千山润	春来百鸟鸣
雨露润花红	人醉春光中
雨润山河秀	花开岁月新
雨洒千山绿	风吹万树红
玉堂浮瑞气	金室耀祥光
玉堂开春色	琼树发秋香
玉兔蟾宫笑	红梅五岭香
玉兔迎春到	红梅祝福来
玉兔迎春至	黄莺报喜来
育人间桃李	扶社稷栋梁
欲圆强国梦	大展富民图
园荷浮小叶	细菱落轻花
远看山吐翠	近闻水流香
愿效黄牛力	尽抒赤子情
月醉杯中酒	梅思画外春
云山添秀色	河海泛春潮
云霞成异彩	梅柳动春风
云霞呈吉日	花柳发韶年
云霞呈锦绣	世纪现风流
云霞出海曙	梅柳渡江春
云霞出海曙	骏马跃关山
云霞开锦绣	草木弄新姿
云霞蓬勃气	梅雀吉祥图
云中熊虎将	天上凤凰儿
芸窗屋绽玉	兰室笔生花
早莺衔福至	喜鹊报春归
泽雨千山翠	东风万树红
崭然新世纪	伟哉大中华
贞刚直有质	事业无穷年
政策威力大	改革舞台宽
政洁民心悦	官廉国运昌
政廉德载德	官清万口碑
政廉人心暖	法严国运昌
政廉四海乐	春暖百花香
政清人觉晓	春媚燕知归
政善江山稳	官廉气象新
政善民心顺	国强世道安
政善山河美	天清日月明
政通千家福	人和万户春
政通天降宝	人勤地生金
枝头叠梅影	日下有鹊声
枝头沾春露	门户洽清风
知廉标五德	报午必三鸣
志高人勤奋	民安国富强
制律千秋策	守法万民心
治国施良策	改革育英才
中国燃圣火	大地显龙威
中华扬赤帜	壮志步青云
中华扬特色	大地溢春晖
中天悬丽日	大地耀金辉
重教方治国	育才可兴邦
周围云彩丽	五色月华新
猪为六畜首	农乃百业基
竹梅呈秀色	莺燕传佳音
竹影摇风雨	花溪入画图
撰联歌大治	赋诗颂小康
壮怀鸿鹄志	描绘富强图
壮丽关山月	风流世纪春
壮士喜骏马	红花爱英雄
壮芽破肥土	嫩叶迎朝阳
酌酒人陪客	迎春月倚楼
子年春到户	鼠岁喜临门
子时春意闹	鼠岁笑声甜
子时岁交替	鼠节春更新
子为地支首	鼠乃生肖先
子夜松涛劲	鼠年鹊语香
子夜岁交替	鼠年春更新
子夜钟声响	鼠年爆竹喧
紫气腾千里	红旗灿九天
紫燕舞翠柳	黄莺歌红梅
紫燕衔泥舞	黄莺绕树歌
紫燕寻旧主	金牛舞新春
祖国春常在	人民福无疆
祖国春如海	人民力胜天
祖国江山固	人民日月长
祖国开新纪	人民步小康
祖国期大统	人民盼团圆
祖国山河壮	侨乡气象新
祖国兴特色	人民乐小康
祖国臻强盛	人民亨太平
春风吹腐浊	瑞雪兆丰年
春风吹绿树	岁辞花炮里
